Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
53768.5,16,31.43,700.0,31100,60,RENT,0
129461.43,29,8.37,669.0,9000,60,RENT,0
98437.37,34,22.02,615.0,14000,60,MORTGAGE,0
94008.05,18,8.37,791.0,41000,36,MORTGAGE,0
46633.0,33,16.96,712.0,41600,36,MORTGAGE,0
78552.0,31,17.09,684.0,24500,36,MORTGAGE,1
53265.87,11,12.5,712.0,3300,60,MORTGAGE,0
54282.3,16,28.75,689.0,22300,36,RENT,0
73485.45,5,34.17,595.0,33000,36,RENT,0
44422.58,12,12.35,672.0,29500,36,MORTGAGE,0
126310.89,38,21.31,649.0,18700,36,MORTGAGE,0
55267.2,21,6.8,674.0,40000,36,RENT,0
81567.02,10,21.06,696.0,32900,60,RENT,0
123970.66,6,28.21,732.0,12400,60,MORTGAGE,0
100290.56,20,21.13,631.0,34500,36,RENT,1
29600.32,0,14.33,608.0,31900,36,MORTGAGE,0
74790.63,29,17.44,651.0,22800,60,RENT,1
91615.86,18,15.18,752.0,31800,36,RENT,0
93520.09,28,17.89,661.0,45200,36,OWN,0
34315.51,34,13.47,686.0,27000,60,MORTGAGE,0
43108.8,19,21.73,661.0,20900,60,RENT,0
98447.54,35,8.0,660.0,32700,36,MORTGAGE,0
40909.59,38,0.0,669.0,20800,36,RENT,0
51541.98,0,30.65,707.0,36900,36,MORTGAGE,0
131654.71,22,19.42,719.0,49700,36,MORTGAGE,1
58460.14,30,21.18,609.0,27500,36,MORTGAGE,1
41631.52,34,12.51,679.0,7000,36,MORTGAGE,0
38607.09,21,15.7,743.0,7000,60,RENT,0
70711.23,6,9.34,689.0,5200,36,RENT,0
30743.26,32,31.77,713.0,46800,60,MORTGAGE,0
52909.17,35,14.98,755.0,15800,36,MORTGAGE,0
70729.31,6,4.55,682.0,27900,60,RENT,0
114642.62,26,26.76,680.0,34900,60,MORTGAGE,0
83597.93,1,31.35,698.0,28300,36,MORTGAGE,0
41896.91,16,18.17,727.0,12100,36,RENT,0
107926.93,0,35.1,674.0,33700,36,MORTGAGE,0
51546.65,29,22.94,610.0,27200,36,RENT,0
32278.24,21,18.75,676.0,3700,36,MORTGAGE,0
54939.03,27,19.08,715.0,25000,36,MORTGAGE,1
122894.88,32,24.99,704.0,9800,36,MORTGAGE,0
65031.04,25,30.78,694.0,29400,60,MORTGAGE,0
60250.19,34,25.2,668.0,18800,36,RENT,0
135754.83,10,22.61,675.0,41700,36,RENT,0
29270.12,6,20.71,719.0,36000,36,RENT,0
31482.92,27,27.01,568.0,40600,36,MORTGAGE,0
26690.87,24,13.63,658.0,3200,36,MORTGAGE,0
72137.12,40,4.91,625.0,44100,36,MORTGAGE,1
65071.8,30,21.85,670.0,16500,60,OWN,0
129491.2,2,9.88,699.0,20300,36,MORTGAGE,0
67625.31,32,5.07,698.0,37000,36,MORTGAGE,0
48919.01,33,36.19,673.0,26800,36,MORTGAGE,0
59927.9,20,0.0,740.0,7200,60,RENT,0
63503.72,36,26.24,676.0,19300,36,RENT,1
25955.0,18,9.25,600.0,42800,60,MORTGAGE,0
232156.23,36,11.97,749.0,10100,36,MORTGAGE,0
77647.57,20,24.32,692.0,25000,60,MORTGAGE,0
66503.12,13,43.28,624.0,28600,60,MORTGAGE,0
81436.76,9,27.01,713.0,9300,36,MORTGAGE,0
85366.2,6,9.8,649.0,32700,36,MORTGAGE,0
55810.83,28,19.55,715.0,49300,36,MORTGAGE,0
43668.37,39,17.12,601.0,8500,36,RENT,0
80799.44,7,0.0,670.0,40100,60,RENT,0
72609.82,38,20.58,695.0,26300,60,MORTGAGE,0
39936.86,12,13.27,609.0,14100,36,MORTGAGE,0
121724.77,18,27.39,710.0,4000,60,RENT,0
69332.98,10,16.92,725.0,31900,36,MORTGAGE,0
86241.75,1,35.47,667.0,35200,36,RENT,0
120085.64,5,23.52,704.0,8000,60,MORTGAGE,0
60533.03,28,22.13,630.0,35000,36,MORTGAGE,0
70155.96,40,39.65,816.0,20600,36,RENT,0
89770.67,4,23.0,678.0,18700,60,RENT,0
41671.36,40,36.44,679.0,38000,36,MORTGAGE,0
61514.35,29,8.69,657.0,24800,36,RENT,0
63753.18,38,0.0,638.0,21300,60,RENT,0
37122.21,35,22.24,709.0,5500,36,MORTGAGE,1
190768.97,26,32.01,573.0,28800,60,RENT,0
29624.39,17,8.53,565.0,48900,36,MORTGAGE,0
31286.69,35,15.61,673.0,1900,36,RENT,0
115510.1,15,3.24,665.0,32200,60,MORTGAGE,0
85530.91,4,19.69,719.0,7300,60,MORTGAGE,1
35847.09,8,19.88,634.0,19400,36,MORTGAGE,0
81116.73,33,26.09,592.0,34800,36,MORTGAGE,1
124732.31,33,14.99,681.0,28900,36,MORTGAGE,0
58974.97,35,17.35,656.0,5800,60,MORTGAGE,0
219566.72,30,26.28,642.0,23000,36,MORTGAGE,0
25285.06,19,22.16,692.0,10200,36,RENT,0
84703.46,16,24.05,695.0,14300,36,RENT,0
107287.15,19,28.53,632.0,27100,36,MORTGAGE,0
93495.81,27,27.33,602.0,6200,36,MORTGAGE,0
54058.5,20,41.1,686.0,35900,60,RENT,0
51781.04,18,24.45,619.0,3900,36,MORTGAGE,0
74762.57,2,24.48,626.0,2800,36,MORTGAGE,1
90028.11,29,16.96,673.0,41500,36,RENT,0
80921.65,4,20.63,678.0,30600,60,RENT,0
100712.88,5,7.17,706.0,15900,60,MORTGAGE,0
35974.48,2,13.82,713.0,21700,36,MORTGAGE,1
53429.3,23,31.28,645.0,14400,36,OWN,0
37421.18,0,4.49,690.0,8300,36,RENT,0
49362.37,35,33.96,657.0,47400,36,MORTGAGE,0
99469.91,14,17.0,739.0,17100,36,OWN,0
63195.73,40,10.91,629.0,32200,36,OWN,0
220450.75,37,17.24,722.0,5300,36,MORTGAGE,0
65953.37,17,25.91,631.0,44000,36,MORTGAGE,1
61688.08,22,20.88,625.0,4900,36,OWN,0
63138.84,28,39.11,648.0,2900,36,RENT,0
43525.21,40,24.35,559.0,20800,36,OWN,0
58167.48,21,25.1,719.0,37300,36,OWN,0
105228.98,23,25.4,638.0,48200,36,OWN,0
63385.18,12,21.38,648.0,20200,36,OWN,0
40266.3,32,17.55,614.0,13100,60,RENT,1
37701.6,21,21.02,708.0,36700,60,RENT,0
47805.65,34,22.29,679.0,4800,60,RENT,0
62126.74,16,19.46,698.0,17000,36,RENT,0
108748.51,21,32.56,690.0,12600,36,RENT,0
30630.63,4,31.53,665.0,47500,36,MORTGAGE,0
51025.81,24,8.16,683.0,41000,36,MORTGAGE,0
64354.04,5,29.69,719.0,1500,36,RENT,0
23936.2,16,19.81,594.0,21100,36,MORTGAGE,0
39466.24,30,16.95,633.0,16300,36,RENT,0
42619.01,16,27.09,611.0,5700,60,MORTGAGE,0
40215.78,32,22.85,692.0,2800,36,RENT,1
65903.36,38,11.04,694.0,11600,36,RENT,0
55255.34,36,28.07,704.0,16800,36,RENT,0
45358.69,3,19.14,537.0,40000,36,RENT,0
74160.08,13,27.9,653.0,33400,36,MORTGAGE,0
141709.91,12,19.86,568.0,8400,36,MORTGAGE,0
135893.7,26,28.04,784.0,16500,36,MORTGAGE,0
22893.63,23,29.47,657.0,21200,60,MORTGAGE,0
79900.4,26,31.96,635.0,7400,36,MORTGAGE,0
54774.96,7,13.9,662.0,29700,60,MORTGAGE,0
64703.96,38,38.28,671.0,41900,60,OWN,0
49062.9,20,18.58,765.0,14100,60,MORTGAGE,0
63499.94,40,8.03,662.0,15300,36,MORTGAGE,0
64582.82,10,21.83,681.0,39800,36,MORTGAGE,0
44825.13,30,18.21,635.0,10300,36,MORTGAGE,1
38246.84,26,14.17,767.0,1100,36,MORTGAGE,0
47841.66,26,20.52,744.0,45300,60,RENT,0
67314.41,7,27.52,575.0,17100,60,MORTGAGE,1
80781.09,32,23.35,719.0,5400,36,RENT,0
91736.4,11,33.34,701.0,43900,36,MORTGAGE,0
46765.69,34,18.79,626.0,20300,60,RENT,0
69004.17,33,24.25,623.0,23500,36,OWN,1
96882.22,15,22.49,578.0,17200,36,MORTGAGE,0
107237.09,35,38.6,714.0,9200,36,MORTGAGE,1
58138.51,1,9.85,601.0,44600,60,MORTGAGE,1
53612.32,11,14.35,683.0,5700,60,OWN,1
65878.15,26,40.82,617.0,16800,60,RENT,0
33696.4,16,17.78,599.0,19100,60,RENT,0
54349.75,19,4.27,671.0,17000,60,MORTGAGE,0
86880.87,20,39.85,740.0,42900,36,RENT,0
82534.66,29,10.29,638.0,32000,36,MORTGAGE,0
52305.99,19,20.98,664.0,12900,36,RENT,0
66759.98,7,30.78,677.0,41800,60,RENT,0
39643.2,17,29.01,658.0,38700,36,RENT,0
85113.94,17,11.24,693.0,2100,36,MORTGAGE,0
57589.14,17,43.86,670.0,3500,60,MORTGAGE,1
52157.55,1,25.27,580.0,11300,36,OWN,0
49968.0,11,19.58,732.0,34800,36,RENT,0
58020.58,31,10.02,689.0,49500,36,RENT,0
47861.24,7,24.81,655.0,19200,60,RENT,1
83205.73,9,35.01,627.0,38000,36,MORTGAGE,0
49136.54,10,17.16,648.0,46200,36,RENT,0
132784.4,13,2.5,730.0,34600,36,OWN,0
124567.78,25,12.96,618.0,24100,36,OWN,0
38339.2,29,16.68,619.0,47900,36,MORTGAGE,0
61997.67,3,4.75,666.0,18900,60,RENT,0
43246.5,38,25.24,583.0,36700,60,RENT,0
50852.08,10,27.35,618.0,3000,36,RENT,0
162952.45,23,12.84,676.0,39500,36,RENT,0
51339.43,21,28.44,544.0,29900,60,RENT,0
71690.46,2,10.85,662.0,40800,36,MORTGAGE,0
78484.83,36,6.69,610.0,2500,36,MORTGAGE,0
36304.08,1,9.45,719.0,3300,60,MORTGAGE,0
39044.3,11,11.72,634.0,49000,60,MORTGAGE,0
32760.83,20,27.89,695.0,31600,36,OWN,0
38446.18,4,25.57,680.0,27500,36,RENT,0
14400.02,6,10.85,602.0,35000,60,RENT,0
78612.91,3,13.27,693.0,29000,36,RENT,0
167225.24,40,37.7,776.0,32400,36,MORTGAGE,0
64467.1,35,28.18,674.0,32600,60,RENT,0
29491.74,21,5.89,638.0,21600,60,RENT,0
43417.24,28,33.27,683.0,18900,60,RENT,0
47598.74,8,42.56,690.0,29300,36,MORTGAGE,0
35997.6,25,19.74,641.0,2000,60,RENT,0
92050.38,11,16.97,533.0,34200,36,MORTGAGE,0
89781.12,0,15.73,634.0,1100,36,MORTGAGE,0
33599.76,7,16.9,593.0,6000,36,RENT,0
86037.67,32,27.68,676.0,21400,60,OWN,0
128464.3,3,13.67,744.0,38900,60,RENT,0
155015.3,13,27.65,713.0,45100,60,RENT,0
250848.89,28,20.01,674.0,24300,36,RENT,0
38139.42,13,14.1,674.0,32600,36,MORTGAGE,0
245759.87,8,23.58,697.0,40200,36,OWN,0
50156.17,8,17.84,692.0,40200,60,MORTGAGE,0
44523.27,25,13.61,693.0,33200,36,MORTGAGE,0
70511.86,16,19.71,738.0,38300,60,RENT,0
44755.49,40,19.85,657.0,5600,36,RENT,0
73095.5,3,15.23,584.0,31600,60,RENT,0
30944.84,2,11.85,591.0,8500,36,RENT,1
53136.73,28,20.9,668.0,27000,36,MORTGAGE,0
113867.54,24,22.07,669.0,33400,36,RENT,1
58190.03,20,24.0,706.0,48800,36,MORTGAGE,0
64266.76,11,23.68,723.0,24700,36,MORTGAGE,0
75934.72,0,33.19,677.0,14300,36,RENT,0
107509.1,0,9.12,619.0,47000,36,MORTGAGE,0
26170.49,6,35.86,682.0,33300,36,OWN,1
80198.66,9,6.62,690.0,18900,36,RENT,0
52361.69,14,32.48,699.0,11600,36,RENT,1
65076.51,39,25.02,635.0,33800,60,RENT,0
101719.58,10,14.84,830.0,35200,36,MORTGAGE,0
32955.28,22,0.0,571.0,37200,36,MORTGAGE,1
36086.63,12,5.05,665.0,30900,36,MORTGAGE,0
22749.19,26,13.66,686.0,4200,36,MORTGAGE,0
45497.86,40,24.46,706.0,13500,36,RENT,0
116449.87,16,14.66,684.0,32400,36,MORTGAGE,0
56370.79,12,19.61,700.0,15100,60,OWN,0
30636.2,11,15.63,702.0,32500,36,MORTGAGE,0
46965.13,28,21.68,671.0,34000,36,RENT,0
28454.71,20,6.16,667.0,5700,36,MORTGAGE,0
34112.08,19,17.36,691.0,5100,36,MORTGAGE,0
72722.74,19,25.26,675.0,27500,36,MORTGAGE,0
33291.7,30,45.27,725.0,8100,36,MORTGAGE,0
104434.69,7,28.43,731.0,10300,36,MORTGAGE,1
57782.42,23,18.15,654.0,41400,60,OWN,0
62492.22,10,13.61,635.0,9800,60,MORTGAGE,0
52094.44,38,24.57,706.0,11100,60,MORTGAGE,0
88117.28,32,11.62,682.0,10000,36,RENT,0
88572.79,14,21.44,648.0,33800,60,MORTGAGE,0
70793.83,3,23.17,649.0,44900,60,MORTGAGE,0
79411.19,0,18.03,708.0,6300,36,RENT,0
53849.86,31,29.72,645.0,14000,36,MORTGAGE,0
78519.44,10,19.06,748.0,46400,60,MORTGAGE,0
50567.34,29,15.5,617.0,20400,60,RENT,0
59940.99,36,14.9,645.0,33900,36,RENT,1
52191.67,18,7.09,621.0,10900,36,MORTGAGE,0
47638.22,35,5.78,604.0,41100,36,RENT,0
42422.92,33,25.99,623.0,26400,60,MORTGAGE,0
75647.91,6,34.78,649.0,37200,36,MORTGAGE,0
115301.18,19,41.49,662.0,39000,36,RENT,1
107532.78,11,31.18,573.0,19400,60,MORTGAGE,0
31943.29,31,25.21,598.0,36300,36,MORTGAGE,0
114073.87,1,23.08,692.0,11500,36,MORTGAGE,0
51068.38,21,33.1,632.0,1400,60,RENT,0
80851.26,40,16.31,728.0,15100,36,RENT,0
38058.98,39,38.01,649.0,21800,60,MORTGAGE,0
64279.11,23,19.6,701.0,32900,36,RENT,0
70042.79,30,22.59,655.0,9900,60,MORTGAGE,0
28501.09,3,20.25,701.0,44500,36,MORTGAGE,1
81156.41,23,31.25,559.0,34200,36,MORTGAGE,0
117356.02,16,19.88,689.0,16000,60,MORTGAGE,0
54867.48,39,24.05,745.0,15400,60,RENT,0
118194.17,18,7.81,611.0,5600,36,MORTGAGE,1
54456.27,39,18.06,706.0,17400,60,RENT,0
91563.89,37,30.47,698.0,17100,36,RENT,0
19746.17,33,11.55,576.0,30300,36,RENT,0
200664.35,32,19.73,712.0,11500,60,MORTGAGE,0
126466.04,5,19.6,702.0,30800,36,MORTGAGE,0
51931.83,35,14.16,663.0,2400,36,MORTGAGE,0
22336.01,12,30.18,707.0,41200,36,MORTGAGE,0
69148.68,8,24.95,723.0,14300,36,OWN,1
29086.73,34,29.02,696.0,12400,60,MORTGAGE,0
74789.05,33,30.51,745.0,2900,36,MORTGAGE,0
73554.57,15,20.31,634.0,36300,36,RENT,0
37395.23,17,35.74,634.0,49000,36,RENT,1
104870.71,17,7.84,648.0,25700,60,RENT,0
89571.04,37,18.5,653.0,11600,36,RENT,0
97529.65,31,21.49,655.0,2000,36,OWN,0
60139.9,6,2.61,663.0,37200,36,OWN,0
29502.73,22,34.15,637.0,3100,36,RENT,0
97629.61,22,11.32,625.0,7500,36,RENT,0
52303.28,17,20.68,707.0,42200,36,RENT,0
29884.94,6,27.55,612.0,27800,36,OWN,0
117714.76,39,43.18,762.0,36500,36,RENT,0
171048.73,23,3.35,731.0,45800,36,MORTGAGE,0
58651.94,13,25.96,611.0,34000,36,MORTGAGE,0
176232.7,4,17.24,691.0,48300,36,OWN,0
62671.2,21,26.48,600.0,18700,36,MORTGAGE,0
49502.18,21,29.37,730.0,8000,60,OWN,0
43685.47,9,24.18,664.0,44400,60,MORTGAGE,0
135746.06,25,20.79,685.0,4300,60,MORTGAGE,0
40535.28,14,9.43,673.0,10800,36,MORTGAGE,0
86477.08,37,10.14,669.0,31300,36,MORTGAGE,0
45270.83,40,28.06,631.0,31200,60,OWN,0
47564.72,0,11.41,661.0,26000,36,MORTGAGE,0
100220.18,13,24.25,743.0,9800,36,MORTGAGE,0
49512.56,35,33.02,638.0,34800,36,MORTGAGE,0
48903.41,30,7.02,736.0,4700,60,RENT,0
105493.26,27,33.06,658.0,33300,36,MORTGAGE,0
133079.06,33,32.72,695.0,20200,60,MORTGAGE,0
82647.92,34,23.43,775.0,2900,36,RENT,0
43157.66,38,13.85,692.0,36600,36,RENT,0
46383.35,22,25.32,683.0,10100,60,MORTGAGE,0
62315.01,18,18.22,703.0,47400,36,MORTGAGE,0
70295.64,17,12.92,723.0,32500,36,RENT,0
36536.5,14,21.38,618.0,7600,36,OWN,0
85949.82,0,11.24,702.0,10600,36,RENT,0
62489.68,24,8.17,684.0,26900,60,OWN,0
25390.89,25,14.57,545.0,49500,60,MORTGAGE,0
37629.24,34,2.79,673.0,41400,36,RENT,0
46533.87,14,31.99,615.0,3100,36,OWN,0
57732.25,3,25.17,675.0,9400,60,MORTGAGE,1
153989.45,14,11.39,738.0,24300,60,MORTGAGE,0
67446.21,37,14.9,626.0,7100,36,MORTGAGE,0
39324.93,38,27.59,656.0,37100,36,RENT,0
66857.27,0,32.73,651.0,24500,36,OWN,1
50209.33,21,21.07,724.0,8600,36,RENT,0
70430.32,10,17.42,646.0,5600,36,OWN,1
80040.16,37,3.66,687.0,40400,36,OWN,0
109602.48,36,16.79,714.0,47700,60,RENT,0
59151.47,25,8.62,708.0,13800,60,RENT,0
135873.59,26,8.32,638.0,46600,36,MORTGAGE,0
94278.77,12,32.33,666.0,16200,60,RENT,0
42035.94,6,18.83,743.0,25200,36,MORTGAGE,0
180760.43,7,21.41,691.0,17600,36,MORTGAGE,0
70509.11,22,24.07,725.0,29200,60,RENT,0
39436.13,25,18.22,765.0,44700,60,MORTGAGE,0
136824.8,26,20.68,683.0,2500,36,MORTGAGE,0
169208.81,8,20.19,732.0,39800,36,MORTGAGE,0
58893.58,37,15.74,717.0,38900,36,RENT,0
46545.0,12,22.74,597.0,5700,36,MORTGAGE,0
54929.87,6,19.12,688.0,7300,60,RENT,0
85593.61,10,20.88,752.0,32000,36,RENT,0
113428.54,9,20.04,604.0,13000,60,OWN,1
79637.76,32,39.56,670.0,11200,36,RENT,1
62998.21,38,29.9,677.0,13600,60,RENT,1
126627.61,2,27.76,680.0,1700,36,MORTGAGE,0
51204.45,40,24.7,657.0,42100,36,MORTGAGE,0
100253.74,28,24.26,625.0,30500,36,MORTGAGE,0
51842.66,36,17.18,686.0,44300,60,MORTGAGE,0
74273.65,15,31.21,637.0,24300,36,RENT,0
56569.13,15,23.29,633.0,49000,36,RENT,0
58225.22,6,25.84,575.0,34800,60,MORTGAGE,0
49578.21,14,17.06,595.0,17200,36,MORTGAGE,0
117292.61,37,11.29,757.0,7600,36,MORTGAGE,0
41503.66,5,31.36,667.0,14300,36,RENT,0
41352.32,17,21.29,700.0,19600,36,MORTGAGE,0
172904.86,18,15.21,647.0,8300,60,MORTGAGE,0
97628.41,1,23.43,583.0,39800,36,OWN,0
18168.47,2,18.95,613.0,5600,36,OWN,1
45133.08,24,35.5,569.0,43600,36,MORTGAGE,0
24197.52,35,16.44,617.0,47900,36,MORTGAGE,1
37221.98,27,24.46,718.0,42300,36,RENT,0
12465.78,37,30.87,634.0,44200,36,OWN,0
55910.37,27,26.56,741.0,11500,60,MORTGAGE,1
33827.49,31,25.42,687.0,34200,60,MORTGAGE,0
61694.66,40,14.93,724.0,15200,36,MORTGAGE,0
26567.38,35,21.17,642.0,34400,60,MORTGAGE,0
62408.45,38,24.61,601.0,35900,36,MORTGAGE,1
48656.56,35,21.7,615.0,45900,36,MORTGAGE,0
126877.39,22,34.82,746.0,23200,36,OWN,0
121258.32,1,18.34,693.0,40000,60,MORTGAGE,0
88669.64,9,20.33,609.0,23600,36,MORTGAGE,0
50852.93,5,45.83,699.0,10900,60,MORTGAGE,0
161569.42,7,28.3,612.0,13300,60,RENT,0
27542.41,14,10.32,678.0,40900,36,OWN,0
29679.76,28,24.98,643.0,9400,36,MORTGAGE,0
57417.73,27,27.93,704.0,45400,36,OWN,0
184798.08,21,11.99,679.0,29800,60,RENT,0
54113.04,33,16.99,704.0,44700,60,RENT,0
54632.13,19,8.09,592.0,12500,60,MORTGAGE,0
29116.05,32,22.94,672.0,35700,36,RENT,0
96082.72,14,3.78,657.0,1700,60,RENT,0
96431.49,6,12.12,698.0,7600,36,MORTGAGE,0
88835.14,23,6.17,663.0,1300,60,MORTGAGE,0
43712.51,25,23.29,619.0,34300,36,RENT,0
42051.34,9,16.61,658.0,15900,60,MORTGAGE,0
31364.72,14,23.97,719.0,6100,36,MORTGAGE,0
62438.43,36,1.65,641.0,1100,60,RENT,0
34884.45,23,12.19,669.0,37400,36,OWN,0
33232.77,10,27.9,625.0,45100,36,MORTGAGE,1
48443.56,39,8.5,568.0,32500,36,MORTGAGE,0
46883.54,20,30.23,669.0,15900,36,MORTGAGE,0
45752.91,39,18.48,850.0,41700,36,MORTGAGE,0
75600.81,37,11.63,608.0,34200,60,MORTGAGE,0
62287.99,14,12.27,719.0,47400,36,RENT,0
51840.24,14,22.14,549.0,33900,60,MORTGAGE,0
65611.51,36,41.95,669.0,47400,60,OWN,1
36469.68,13,47.18,590.0,28700,60,MORTGAGE,0
63110.3,20,6.65,693.0,22700,36,OWN,0
64556.83,19,26.73,644.0,46000,60,MORTGAGE,0
28239.49,32,36.67,626.0,47000,36,RENT,1
98503.45,2,7.55,623.0,6000,60,RENT,0
38533.5,39,13.75,554.0,7400,36,MORTGAGE,0
62639.72,22,22.91,656.0,14500,36,MORTGAGE,0
107173.67,22,20.41,646.0,46000,36,MORTGAGE,0
95114.66,26,6.16,658.0,26700,36,MORTGAGE,0
60910.86,34,27.48,653.0,17800,36,MORTGAGE,0
49948.64,24,24.35,624.0,2500,36,MORTGAGE,0
96158.77,31,29.41,685.0,6200,36,OWN,0
83897.2,21,25.33,666.0,16100,36,MORTGAGE,0
43950.42,7,25.28,705.0,30900,60,OWN,0
40237.44,37,20.29,781.0,6900,36,MORTGAGE,0
21243.84,17,32.09,661.0,48500,36,MORTGAGE,0
64667.62,27,6.73,727.0,20100,36,OWN,0
57448.9,27,9.02,675.0,28700,36,RENT,0
105672.05,10,30.97,705.0,27400,36,MORTGAGE,0
71648.5,11,17.17,657.0,28100,36,MORTGAGE,0
116671.15,1,10.92,678.0,23300,36,RENT,0
42248.24,36,28.44,623.0,32700,36,MORTGAGE,1
105775.6,3,26.75,752.0,42300,36,RENT,0
45960.69,40,0.11,713.0,32400,36,RENT,0
88326.73,33,26.82,691.0,9900,36,RENT,0
28871.81,22,13.69,604.0,7300,36,MORTGAGE,0
67343.9,12,24.91,664.0,8900,36,OWN,0
22195.75,6,19.22,699.0,49400,36,RENT,0
52387.92,31,26.14,790.0,42700,36,MORTGAGE,0
74620.98,22,19.89,678.0,38400,36,RENT,0
46143.7,7,7.53,726.0,6700,36,MORTGAGE,0
35411.12,36,3.9,668.0,15200,36,MORTGAGE,0
91405.34,33,6.53,742.0,39400,60,MORTGAGE,0
56855.52,28,8.87,564.0,7100,36,MORTGAGE,1
46873.82,36,24.38,622.0,8900,36,RENT,0
61141.61,22,29.6,686.0,17800,36,MORTGAGE,1
223761.17,37,16.89,636.0,21300,36,RENT,0
106590.69,28,11.04,703.0,17500,36,MORTGAGE,0
107075.22,4,20.3,684.0,42300,60,RENT,0
74441.82,39,0.26,594.0,13300,60,RENT,0
65071.55,10,26.19,582.0,9500,36,RENT,0
18069.11,13,19.28,663.0,17800,36,RENT,0
42638.37,1,20.74,606.0,31900,36,MORTGAGE,0
47085.14,34,14.63,642.0,24300,36,MORTGAGE,0
23448.32,34,13.76,683.0,31800,36,RENT,1
33566.78,27,3.51,654.0,24800,60,OWN,0
22238.53,7,28.68,629.0,12400,36,RENT,0
58737.76,31,7.4,594.0,38400,36,RENT,0
90163.77,3,12.79,753.0,2200,36,MORTGAGE,0
104129.15,6,10.52,721.0,11900,36,RENT,0
73673.04,38,28.33,642.0,11500,36,RENT,0
36986.26,26,14.16,615.0,18500,60,MORTGAGE,0
22787.5,36,29.63,623.0,26000,60,RENT,0
24873.68,16,25.83,603.0,22300,60,MORTGAGE,0
31745.58,9,10.56,642.0,24300,60,MORTGAGE,0
38390.69,3,18.99,717.0,43900,60,RENT,0
55277.75,22,3.03,719.0,14300,36,MORTGAGE,0
36059.22,13,23.99,710.0,16300,60,RENT,0
70932.78,4,13.45,609.0,28100,36,RENT,1
53309.15,1,9.44,616.0,40000,36,MORTGAGE,0
60190.68,23,17.26,718.0,43100,36,RENT,0
105886.74,17,15.36,704.0,28200,36,RENT,0
33186.03,26,22.83,636.0,9300,36,MORTGAGE,0
73817.59,23,39.0,710.0,8400,36,RENT,0
59457.28,28,33.23,695.0,44600,60,MORTGAGE,0
50678.49,10,8.06,590.0,35400,36,MORTGAGE,0
93211.67,17,35.35,566.0,44500,36,RENT,0
92921.2,3,20.47,678.0,46200,36,MORTGAGE,1
37300.22,32,0.0,553.0,3400,36,RENT,0
54661.76,13,17.73,723.0,24200,36,RENT,1
68913.39,31,4.42,698.0,9800,36,OWN,0
52234.4,3,15.62,649.0,3300,36,MORTGAGE,0
80218.6,19,39.09,614.0,45300,60,MORTGAGE,0
68912.72,20,6.9,626.0,23700,60,RENT,0
149683.84,2,6.6,537.0,34800,36,MORTGAGE,0
27857.58,24,19.02,724.0,35400,60,MORTGAGE,0
56318.71,3,11.82,678.0,3200,36,RENT,0
38015.48,10,17.44,652.0,16500,36,MORTGAGE,0
80987.79,15,21.09,768.0,29800,36,MORTGAGE,0
26673.19,35,5.19,606.0,4200,36,OWN,0
71193.47,5,22.28,663.0,38900,36,OWN,0
43694.42,30,12.39,629.0,3000,36,RENT,1
41478.03,39,30.72,767.0,13600,36,RENT,0
29049.34,12,11.26,641.0,13800,36,RENT,0
47451.43,22,12.89,675.0,7800,36,RENT,1
102975.9,3,10.69,762.0,31100,60,MORTGAGE,0
59124.79,36,15.86,724.0,28400,36,OWN,0
81948.0,36,5.59,595.0,26500,36,OWN,0
137629.55,32,25.22,671.0,5200,36,MORTGAGE,0
68314.53,28,14.73,669.0,33400,36,MORTGAGE,0
45279.07,36,28.12,672.0,47800,36,MORTGAGE,0
75631.35,18,20.59,690.0,11900,60,MORTGAGE,0
45608.62,19,37.12,619.0,20800,36,RENT,1
46527.03,31,17.42,741.0,49800,36,MORTGAGE,0
28002.63,15,16.42,677.0,36100,36,MORTGAGE,0
95142.28,4,25.89,712.0,23300,60,OWN,1
49365.09,11,0.0,735.0,42000,36,RENT,0
65581.51,20,15.2,686.0,26700,36,MORTGAGE,0
35668.35,13,19.13,649.0,5300,36,OWN,0
74456.76,36,27.24,656.0,14600,60,MORTGAGE,0
40905.89,21,29.3,651.0,46300,36,RENT,0
55778.6,29,31.19,661.0,40900,36,MORTGAGE,1
92866.01,22,17.05,583.0,19100,60,RENT,0
88909.98,4,12.63,647.0,17900,60,MORTGAGE,0
59218.24,28,20.59,615.0,38200,60,MORTGAGE,0
24734.01,29,17.34,551.0,1400,60,OWN,0
267374.42,17,3.25,708.0,24900,36,RENT,0
143333.52,0,21.64,710.0,2700,60,RENT,0
85934.22,38,10.85,634.0,31000,60,MORTGAGE,0
41084.99,16,17.72,648.0,14300,36,RENT,0
56568.29,2,17.11,697.0,47500,36,MORTGAGE,0
45628.59,6,41.42,649.0,37700,36,OWN,0
112637.27,26,28.99,676.0,22000,36,MORTGAGE,0
68271.76,27,26.41,660.0,20400,60,RENT,0
40453.89,30,29.72,692.0,38000,36,MORTGAGE,0
47316.88,14,16.54,664.0,32800,60,RENT,1
104882.3,7,7.56,665.0,27300,60,MORTGAGE,0
133258.87,5,0.0,662.0,18300,60,MORTGAGE,0
128561.9,27,25.41,643.0,7200,36,OWN,0
87423.21,3,25.54,707.0,33200,36,MORTGAGE,0
